일자,재고담당,거래처명,품목코드,품  목,품목별납기일자,환율,단가,원화  단가,단위단가,수량(kg),공급가액,원화합계,외화금액,오더번호,적요,법인명(삼성),오더번호,결제조건,거래유형명
20100114,조기현,파워엠팩,P1900002,PP19MPP 19M／M * 10KG(황),,0.0000000000,1650.0000000000,0,0,200.0000000000,330000.0000000000,363000.0000000000,0.0000000000, , , , , ,세금계산서
20100114,조기현,대경(박타원),P1500005,PP15MPP 15M／M 10KG(황),,0.0000000000,1600.0000000000,0,275.86206896551724137931034483,100.0000000000,160000.0000000000,176000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,김민정,(주)디에스팩,S0000001,STOPPER 50 PCSSTOPPER 50 PCS 투명,,0.0000000000,13.4000000000,0,0,30000.0000000000,402000.0000000000,442200.0000000000,0.0000000000, ,STOPPER, , , ,세금계산서
20100115,김형철,(주)디에스팩,BAG00007,지퍼팩,,0.0000000000,20.0000000000,0,0,600.0000000000,12000.0000000000,13200.0000000000,0.0000000000, ,지퍼백, , , ,세금계산서
20100115,조기현,(주)삼화인쇄,P1000003,PP10.5MPP 10.5M 10KG 투명,,0.0000000000,1800.0000000000,0,529.41176470588235294117647059,1000.0000000000,1800000.0000000000,1980000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,조기현,(주)삼화인쇄,P1124632,PP 11MM11MM -10KG (백),,0.0000000000,1800.0000000000,0,418.60465116279069767441860465,1000.0000000000,1800000.0000000000,1980000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,김형철,대경(박타원),E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2350.0000000000,0,0,500.0000000000,1175000.0000000000,1292500.0000000000,0.0000000000, , , , , ,세금계산서
20100115,조기현,파워엠팩,P1000003,PP10.5MPP 10.5M 10KG 투명,,0.0000000000,1650.0000000000,0,485.29411764705882352941176471,60.0000000000,99000.0000000000,108900.0000000000,0.0000000000, , , , , ,세금계산서
20100115,조기현,파워엠팩,P1500005,PP15MPP 15M／M 10KG(황),,0.0000000000,1600.0000000000,0,275.86206896551724137931034483,300.0000000000,480000.0000000000,528000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,김형철,한서포장,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2400.0000000000,0,0,300.0000000000,720000.0000000000,792000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,김형철,해성수출포장,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2400.0000000000,0,0,400.0000000000,960000.0000000000,1056000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,조기현,(주)디에스팩,P1510561,15 x 100M 0.55T15 x 100M 0.55T 청색,,0.0000000000,950.0000000000,0,250,1000.0000000000,950000.0000000000,1045000.0000000000,0.0000000000, , , , , ,세금계산서
20100115,조기현,삼성전자(주),P1800007,18MMx 21kg 삼성2520M 두께 0.9mm 단중 8.56g,,0.0000000000,1711.8000000000,0,199.04651162790697674418604651,2142.0000000000,3666798.0000000000,4033478.0000000000,0.0000000000, ,내수, , , ,세금계산서
20100115,조기현,삼성전자(주),P1800008,18MMx 15kg 삼성1650M 두께 0.9mm 단중 8.56g,,0.0000000000,1719.3000000000,0,202.27058823529411764705882353,900.0000000000,1547370.0000000000,1547370.0000000000,0.0000000000, ,수출, , , ,세금계산서
20100115,조기현,삼성전자(주),P1800007,18MMx 21kg 삼성2520M 두께 0.9mm 단중 8.56g,,0.0000000000,1711.8000000000,0,199.04651162790697674418604651,3213.0000000000,5500197.0000000000,5500197.0000000000,0.0000000000, ,수출, , , ,세금계산서
20100115,김형철,파워엠팩,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2300.0000000000,0,0,40.0000000000,92000.0000000000,101200.0000000000,0.0000000000, , , , , ,세금계산서
20100118,조기현,(주)교학사,P1200007,PP12MPP 12M／M 12.5(황),,0.0000000000,2000.0000000000,0,487.80487804878048780487804878,375.0000000000,750000.0000000000,825000.0000000000,0.0000000000, , , , , ,세금계산서
20100118,김형철,대경(박타원),E2800002,PE28mm 2kgPE 28M／M (적) 2KG,,0.0000000000,2400.0000000000,0,0,100.0000000000,240000.0000000000,264000.0000000000,0.0000000000, , , , , ,세금계산서
20100118,김형철,대경(박타원),E2800003,PE28mm 2kgPE 28M／M(청) 2KG,,0.0000000000,2400.0000000000,0,0,300.0000000000,720000.0000000000,792000.0000000000,0.0000000000, , , , , ,세금계산서
20100118,조기현,파워엠팩,P1000004,PP10.5MPP 10.5M 10KG (청),,0.0000000000,1600.0000000000,0,470.58823529411764705882352941,500.0000000000,800000.0000000000,880000.0000000000,0.0000000000, , , , , ,세금계산서
20100118,조기현,파워엠팩,P1000005,PP10.5MPP 10.5M 10KG (황),,0.0000000000,1600.0000000000,0,470.58823529411764705882352941,500.0000000000,800000.0000000000,880000.0000000000,0.0000000000, , , , , ,세금계산서
20100118,김형철,합동포장기계,E2800001,PE28mm 2kgPE 28M／M (백) 2KG,,0.0000000000,2500.0000000000,0,0,400.0000000000,1000000.0000000000,1100000.0000000000,0.0000000000, , , , , ,세금계산서
20100118,조기현,합동포장기계,P1200007,PP12MPP 12M／M 12.5(황),,0.0000000000,1700.0000000000,0,414.63414634146341463414634146,1875.0000000000,3187500.0000000000,3506250.0000000000,0.0000000000, , , , , ,세금계산서
20100119,조기현,KOMERI,P1510557,15 x 100M 0.55T15 x 100M 0.55T 녹색,20100115,12.4313000000,316.5217000000,3934.77620921,77.200414634146341463414634146,276.0000000000,1085998.0000000000,1085998.0000000000,87360.0000000000, , , ,PUS091028902 MIZUSHIMA,"CFR MIZUSHIMA, JAPAN (L/C AT SIGHT)",수출
