00~26 구매조회,,,,,,,,
일자-No.,거래처명,품목명,금액합계,거래유형,창고명,회계반영여부,인쇄,불러온 전표
20250728-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250724-3,금정기획,라벨(아트지무지)108*50 [[108*50 ]],660000,세금계산서,PP,Y,인쇄,조회
20250724-2,(주)태진케미칼,PP원료 [PPA],12672000,세금계산서,PP,Y,인쇄,조회
20250724-1,재윤상사,팔레트 [1100*1300],929500,세금계산서,PP,Y,인쇄,조회
20250723-2,금성포장,KIC PAD 380 [380*200] 외 2건,1478125,세금계산서,PP,Y,인쇄,조회
20250723-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1249248,세금계산서,PP,Y,인쇄,조회
20250722-1,대한유화 주식회사,5014 [pp원료],17556000,세금계산서,PP,Y,인쇄,조회
20250721-1,백암지관공업사,지관 200 [지관 200＊8＊190],1249248,세금계산서,PP,Y,인쇄,조회
20250718-3,디엘에프엔씨 주식회사,PP원료 [재생],31046400,세금계산서,PP,Y,인쇄,조회
20250718-2,S-OIL(주)온산공장,HD510/PP50DW [500KG],36575000,세금계산서,PP,Y,인쇄,조회
20250718-1,삼보팩,패드 400 광림 [400*200],728937,세금계산서,PP,Y,인쇄,조회
20250717-4,주식회사 대한종합포장,고메리 12입(IN) [410*275*175],363000,세금계산서,PP,Y,인쇄,조회
20250717-3,삼광잉크제조(주),PP 흑색 외 1건,341550,세금계산서,PP,Y,인쇄,조회
20250717-2,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250717-1,주식회사 대한종합포장,원형PAD [400*200] 외 1건,2661120,세금계산서,PP,Y,인쇄,조회
20250716-3,주식회사 대한종합포장,원형PAD [400*200],418880,세금계산서,PP,Y,인쇄,조회
20250716-2,(주)경남캐미칼,MB 307 [M／B 307 Yellow] 외 1건,3850000,세금계산서,PP,Y,인쇄,조회
20250716-1,주식회사 썬에이스,MF5000(PE원료) [MF5000P_750KG],19800000,세금계산서,PP,Y,인쇄,조회
20250715-4,제이케이머티리얼즈(주)/순성공장,PP원료,26836370,세금계산서,PP,Y,인쇄,조회
20250715-3,주식회사 대한종합포장,고메리 3입(IN) [345*340*390] 외 1건,1564442,세금계산서,PP,Y,인쇄,조회
20250715-2,금성포장,무지 PAD [420＊200],872300,세금계산서,PP,Y,인쇄,조회
20250715-1,백암지관공업사,지관 200 [지관 200＊8＊190],1873872,세금계산서,PP,Y,인쇄,조회
20250714-1,에어팩코리아,에어백 APK-1022 (1000*2200) [에어백 1000*2200] 외 1건,635800,세금계산서,PP,Y,인쇄,조회
20250711-1,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,2846976,세금계산서,PE,Y,인쇄,조회
20250710-6,주식회사 대한종합포장,무인쇄 원형PAD [400*200],719400,세금계산서,PP,Y,인쇄,조회
20250710-5,(주)태진케미칼,PP원료 [PPA],12672000,세금계산서,PP,Y,인쇄,조회
20250710-4,(주)스피드랩코리아,스트레치필름(일반 핸드랩) [20*300*380m],1138896,세금계산서,PP,Y,인쇄,조회
20250710-3,지에스칼텍스(주),H430-B [500KG],15004000,세금계산서,PP,Y,인쇄,조회
20250709-1,S-OIL(주)온산공장,HD510/PP50DW [500KG],3795000,세금계산서,PP,Y,인쇄,조회
20250708-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 2건,2072070,세금계산서,PP,Y,인쇄,조회
20250707-3,S-OIL(주)온산공장,HD500/PP50DW [500KG],36575000,세금계산서,PP,Y,인쇄,조회
20250707-2,재생산업,PP 재생원료,31878000,세금계산서,PP,Y,인쇄,조회
20250707-1,금성포장,KIC 450 [450*200] 외 2건,3229380,세금계산서,PP,Y,인쇄,조회
20250704-3,진흥산업,폴리백 40*57 [폴리백 40*57] 외 1건,2362800,세금계산서,PE,Y,인쇄,조회
20250704-2,(주)태진케미칼,PP원료 [PPA],12672000,세금계산서,PP,Y,인쇄,조회
20250704-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250703-5,금정기획,라벨(아트지도안 AWP) 2119 [115*55] 외 1건,202400,세금계산서,PP,Y,인쇄,조회
20250703-4,삼보팩,박스 외부 PE (폴리밴드) [320 190 780],1126400,세금계산서,PE,Y,인쇄,조회
20250703-3,주식회사 썬에이스,MF5000(PE원료) [MF5000P_750KG],19800000,세금계산서,PE,Y,인쇄,조회
20250703-2,일신케미칼,PP임가공 [PP임가공],2696320,세금계산서,PP,Y,인쇄,조회
20250703-1,한국파렛트풀(주),팔레트 1100*1100*120 [1100*1100*120 7.5kg],1936000,세금계산서,PP,Y,인쇄,조회
20250702-3,(주)태진케미칼,PP원료 [PPA],12672000,세금계산서,PP,Y,인쇄,조회
20250702-2,(주)스피드랩코리아,스트레치필름(일반 핸드랩 20) [20*500mm*350m],1005180,세금계산서,상품,Y,인쇄,조회
20250702-1,(주)영화수출포장,박스 (#28*6kg박스) [465 455 245] 외 1건,1703350,세금계산서,PE,Y,인쇄,조회
20250701-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250630-2,성신목재,팔레트 1050＊1050 [1050＊1050] 외 5건,484000,세금계산서,PP,Y,인쇄,조회
20250630-1,주식회사 대한종합포장,4개입 박스 - 무인쇄 [445*440*215],847000,세금계산서,PP,Y,인쇄,조회
20250627-3,삼보팩,평면골판지 [구래단 (1100mm x 40000mm)],1197900,세금계산서,PP,Y,인쇄,조회
20250627-2,금정기획,라벨(아트지무지 연두색)108*50 [[108*50 ]] 외 1건,814000,세금계산서,PP,Y,인쇄,조회
20250627-1,제이케이머티리얼즈(주)/순성공장,PP원료,29536166,세금계산서,PP,Y,인쇄,조회
20250626-4,제이케이머티리얼즈(주)/순성공장,LLD PE 원료,21067310,세금계산서,PP,Y,인쇄,조회
20250626-3,(주)낙원포장,Magnet Clutch 외 1건,385000,세금계산서,상품,Y,인쇄,조회
20250626-2,대한유화 주식회사,5014 [pp원료],35640000,세금계산서,PP,Y,인쇄,조회
20250626-1,백암지관공업사,지관 50 [지관 50＊5＊182] 외 1건,1252350,세금계산서,PE,Y,인쇄,조회
20250625-2,제이케이머티리얼즈(주)/순성공장,LLD PE 원료,28316420,세금계산서,PP,Y,인쇄,조회
20250625-1,백암지관공업사,지관 200 [지관 200＊8＊190],1873872,세금계산서,PP,Y,인쇄,조회
20250624-5,제이케이머티리얼즈(주)/순성공장,LLD PE 원료,27917120,세금계산서,PP,Y,인쇄,조회
20250624-4,주식회사 썬에이스,MF5000(PE원료) [MF5000P_750KG],20196000,세금계산서,PE,Y,인쇄,조회
20250624-3,S-OIL(주)온산공장,HD500/PP50DW [500KG],37400000,세금계산서,PP,Y,인쇄,조회
20250624-2,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250624-1,금성포장,무인쇄톰슨접착 350 [350*130*350],1147740,세금계산서,PP,Y,인쇄,조회
20250619-2,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250619-1,한국파렛트풀(주),팔레트 1100*1100*120 [1100*1100*120 7kg],2662000,세금계산서,PP,Y,인쇄,조회
20250618-4,제이케이머티리얼즈(주)/순성공장,PP원료,30182526,세금계산서,PP,Y,인쇄,조회
20250618-3,재윤상사,팔레트 [1100*1300],858000,세금계산서,PP,Y,인쇄,조회
20250618-2,덕흥수지,PP원료(A),22770000,세금계산서,PP,Y,인쇄,조회
20250618-1,지에스칼텍스(주),H430 [500KG],22935000,세금계산서,PP,Y,인쇄,조회
20250617-1,주식회사시몬사,피피클립 [19*28(2KG-삼성)],138600,세금계산서,상품,Y,인쇄,조회
20250616-3,주식회사시몬사,피피클립 [19*28(2KG-삼성)],92400,세금계산서,PP,Y,인쇄,조회
20250616-1,금성포장,KIC 450 [450*200],1815000,세금계산서,PP,Y,인쇄,조회
20250612-3,디엘에프엔씨 주식회사,PP원료 [재생],30096000,세금계산서,PP,Y,인쇄,조회
20250612-2,금성포장,패드 430 [패드 430＊200 무지],1555400,세금계산서,PP,Y,인쇄,조회
20250612-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,2034032,세금계산서,PP,Y,인쇄,조회
20250611-2,지에스칼텍스(주),H430-A [500KG],31218000,세금계산서,PP,Y,인쇄,조회
20250611-1,(주)태진케미칼,PP원료 [PPA],10560000,세금계산서,PP,Y,인쇄,조회
20250609-5,(주)한국바코드시스템,바코드리본 110 [110*300 OUT],924000,세금계산서,PP,Y,인쇄,조회
20250609-4,효창산업,CALPET [CALPET],5148000,세금계산서,PP,Y,인쇄,조회
20250609-3,(주)경남캐미칼,MB 820FL [M／B 820FL（BLACK）] 외 1건,2478850,세금계산서,PP,Y,인쇄,조회
20250609-2,(주)낙원포장,반자동밴딩기 [strapack IQ-400],935000,세금계산서,상품,Y,인쇄,조회
20250609-1,재윤상사,팔레트 [1100*1300],264000,세금계산서,PP,Y,인쇄,조회
20250605-3,성신목재,팔레트 800*800 [800*800] 외 7건,704000,세금계산서,PP,Y,인쇄,조회
20250605-2,주식회사 썬에이스,MF5000(PE원료) [MF5000P_750KG],20196000,세금계산서,PP,Y,인쇄,조회
20250605-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,2034032,세금계산서,PP,Y,인쇄,조회
20250604-2,일신케미칼,PP임가공 [PP임가공],2142360,세금계산서,PP,Y,인쇄,조회
20250604-1,금성포장,타이거팩 45010 C/T 350 [350*125*350],1176120,세금계산서,PP,Y,인쇄,조회
20250602-5,대한유화 주식회사,5014 [pp원료],35640000,세금계산서,PP,Y,인쇄,조회
20250602-4,재생산업,PP 재생원료,31878000,세금계산서,PP,Y,인쇄,조회
20250602-3,백암지관공업사,지관 50 [지관 50＊5＊182] 외 1건,2534136,세금계산서,PP,Y,인쇄,조회
20250602-2,금성포장,무지 PAD [420＊200],586300,세금계산서,PP,Y,인쇄,조회
20250602-1,(주)태진케미칼,PP원료 [PPA],13728000,세금계산서,PP,Y,인쇄,조회
20250531-1,(주)디에스에스,PET 16mm x 0.8T x 1200m [PET 16mm x 0.8T x 1200m Embossed (반투명 녹색)] 외 1건,968000,세금계산서,상품,Y,인쇄,조회
20250530-6,라이커스,PP원료(도전성) [T2(new)] 외 1건,12678050,세금계산서,PP,Y,인쇄,조회
20250530-5,S-OIL(주)온산공장,HD500/PP50DW [500KG],18612000,세금계산서,PP,Y,인쇄,조회
20250530-4,금성포장,KIC PAD 400 [400*200],788040,세금계산서,PP,Y,인쇄,조회
20250530-3,주)대성씨앤씨,테르마 크라프트 C/T [260*132-260],1355200,세금계산서,PP,Y,인쇄,조회
20250530-2,(주)경남캐미칼,MB 510-2 [M／B 510-2 (BLUE)],1925000,세금계산서,PP,Y,인쇄,조회
20250530-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 2건,1837836,세금계산서,PP,Y,인쇄,조회
20250529-3,제이케이머티리얼즈(주)/순성공장,PP원료,26830650,세금계산서,PP,Y,인쇄,조회
20250529-1,주식회사 대한종합포장,원형PAD [400*200],1309000,세금계산서,PP,Y,인쇄,조회
20250528-3,제이케이머티리얼즈(주)/순성공장,PP원료,30390360,세금계산서,PP,Y,인쇄,조회
20250528-1,백암지관공업사,지관 102 [지관 102＊4＊143] 외 2건,2217248,세금계산서,PP,Y,인쇄,조회
20250527-1,삼보팩,패드 450*200 광림 [450*200],445060,세금계산서,PP,Y,인쇄,조회
20250526-2,(주)경남캐미칼,MB 307 [M／B 307 Yellow] 외 1건,2161500,세금계산서,PP,Y,인쇄,조회
20250526-1,(주)태진케미칼,PP원료 [PPA],12672000,세금계산서,PP,Y,인쇄,조회
20250523-1,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1873872,세금계산서,PP,Y,인쇄,조회
20250522-2,제이케이머티리얼즈(주)/순성공장,PP원료,28348650,세금계산서,PP,Y,인쇄,조회
20250522-1,지에스칼텍스(주),H430-A [500KG],31944000,세금계산서,PP,Y,인쇄,조회
20250521-2,주식회사 썬에이스,MF5000(PE원료) [MF5000P_500KG],20592000,세금계산서,PE,Y,인쇄,조회
20250521-1,백암지관공업사,지관 406 [지관 406＊6＊155] 외 1건,1266320,세금계산서,PP,Y,인쇄,조회
20250520-2,(주)영화수출포장,포리밴드 DF50 [470*460*205],1067220,세금계산서,PE,Y,인쇄,조회
20250520-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1900008,세금계산서,PP,Y,인쇄,조회
20250519-1,라이커스,PP원료(도전성) [T2(new)] 외 2건,39481750,세금계산서,PP,Y,인쇄,조회
20250516-3,(주)태진케미칼,PP원료 [PPA],12936000,세금계산서,PP,Y,인쇄,조회
20250516-2,(주)경남캐미칼,MB 100B（ [M／B 100B（WHITE）],1815000,세금계산서,PP,Y,인쇄,조회
20250516-1,"주식회사 오비아이(OBI co.,Ltd.)",현장용 [1*180*50/타],396000,세금계산서,PP,Y,인쇄,조회
20250515-2,백암지관공업사,지관 406 [지관 406＊6＊155] 외 2건,1730784,세금계산서,PP,Y,인쇄,조회
20250515-1,금성포장,KIC 450 [450*200],1833150,세금계산서,PP,Y,인쇄,조회
20250513-5,"MEI-I PLASTICS IND.CO.,LTD.",PE28mm 2kg [PE28M／M(백)2KG],31114585,세금계산서,상품,Y,인쇄,조회
20250513-4,백암지관공업사,지관 230 [지관 230＊5＊187] 외 2건,1790712,세금계산서,PP,Y,인쇄,조회
20250513-3,삼광잉크제조(주),PP 청색 외 1건,275550,세금계산서,PP,Y,인쇄,조회
20250513-2,성신목재,팔레트 1180*1180 [1180*1180] 외 10건,880000,세금계산서,PP,Y,인쇄,조회
20250513-1,주식회사 대한종합포장,폴리 머신 스트랩 박스 무인쇄-2 [440*195*435] 외 3건,3711400,세금계산서,PP,Y,인쇄,조회
20250512-6,금성포장,패드 430 [패드 430＊230 무지] 외 2건,872410,세금계산서,PP,Y,인쇄,조회
20250512-5,주식회사 썬에이스,MF5000(PE원료) [MF5000P_500KG],20592000,세금계산서,PE,Y,인쇄,조회
20250512-4,지에스칼텍스(주),H430-A [500KG],31944000,세금계산서,PP,Y,인쇄,조회
20250512-3,재생산업,PP 재생원료,31878000,세금계산서,PP,Y,인쇄,조회
20250512-2,에어팩코리아,에어백 APK-1022 (1000*2200) [에어백 1000*2200] 외 1건,635800,세금계산서,PP,Y,인쇄,조회
20250512-1,삼보팩,박스 외부 PE (폴리밴드) [320 190 780],1120768,세금계산서,PE,Y,인쇄,조회
20250508-1,금성포장,KIC PAD 540 [540*200],1262250,세금계산서,PP,Y,인쇄,조회
20250507-2,대한유화 주식회사,5014 [pp원료],35904000,세금계산서,PP,Y,인쇄,조회
20250507-1,(주)영화수출포장,박스 내수PE(폴리밴드) [320 190 780],721050,세금계산서,PE,Y,인쇄,조회
20250502-2,주식회사 대한종합포장,고메리 12입(IN) 무인쇄 [410*275*175],825000,세금계산서,PP,Y,인쇄,조회
20250502-1,백암지관공업사,지관 50 [지관 50＊5＊182] 외 2건,2846448,세금계산서,PP,Y,인쇄,조회
20250430-5,프로켐 주식회사,Y-130 (PP원료),16170000,세금계산서,PP,Y,인쇄,조회
20250430-4,금정기획,라벨(아트지무지 연두색)108*50 [[108*50 ]] 외 1건,935000,세금계산서,PP,Y,인쇄,조회
20250430-3,백암지관공업사,지관 200 [지관 200＊8＊186] 외 1건,1249248,세금계산서,PP,Y,인쇄,조회
20250430-2,재윤상사,팔레트 [1100*1300],1001000,세금계산서,PP,Y,인쇄,조회
20250430-1,금성포장,타이거팩 45000 C/T 320 [320*130*312] 외 1건,1723425,세금계산서,PP,Y,인쇄,조회
20250428-4,성신목재,팔레트 1260*840 [1260*840] 외 8건,1259500,세금계산서,PP,Y,인쇄,조회
20250428-3,일신케미칼,PP임가공 [PP임가공],3325080,세금계산서,PP,Y,인쇄,조회
20250428-2,(주)태진케미칼,PP원료 [PPA],13151600,세금계산서,PP,Y,인쇄,조회
20250428-1,한국파렛트풀(주),팔레트 1100*1100*120 [1100*1100*120 7.5kg],1936000,세금계산서,PP,Y,인쇄,조회
20250424-3,제이케이머티리얼즈(주)/순성공장,LLD PE 원료,25736700,세금계산서,PE,Y,인쇄,조회
20250424-2,백암지관공업사,지관 50 [지관 50＊5＊202] 외 2건,1808136,세금계산서,PP,Y,인쇄,조회
20250424-1,주식회사 썬에이스,MF5000(PE원료) [MF5000P_750KG],20988000,세금계산서,PP,Y,인쇄,조회
20250423-4,제이케이머티리얼즈(주)/순성공장,LLD PE 원료,25301100,세금계산서,PE,Y,인쇄,조회
20250423-3,덕흥수지,PP원료(A),22770000,세금계산서,PP,Y,인쇄,조회
20250423-2,(주)스피드랩코리아,스트레치필름(일반 핸드랩) [20*300*380m],1138896,세금계산서,PP,Y,인쇄,조회
20250423-1,삼보팩,평면골판지 [구래단 (1100mm x 40000mm)],1197900,세금계산서,PP,Y,인쇄,조회
20250422-4,대한유화 주식회사,5014 [pp원료],35904000,세금계산서,PP,Y,인쇄,조회
20250422-3,주식회사 대한종합포장,4개입 박스 - 무인쇄 [445*440*215],847000,세금계산서,PP,Y,인쇄,조회
20250422-2,백암지관공업사,지관 200 [지관 200＊4＊189] 외 2건,2034032,세금계산서,PP,Y,인쇄,조회
20250422-1,동방포장기자재,스트레치필름(일반 핸드랩 20) [20*200mm*350m],191400,세금계산서,PE,Y,인쇄,조회
20250421-1,제이케이머티리얼즈(주)/순성공장,LLD PE 원료,25833500,세금계산서,PE,Y,인쇄,조회
20250418-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,1213212,세금계산서,PP,Y,인쇄,조회
20250417-3,제이케이머티리얼즈(주)/순성공장,PP원료,27577000,세금계산서,PP,Y,인쇄,조회
20250417-1,(주)디에스아이,반자동밴딩기,968000,세금계산서,상품,Y,인쇄,조회
20250416-2,재생산업,PP 재생원료,31878000,세금계산서,PP,Y,인쇄,조회
20250416-1,금성포장,낙원포장 400 [400＊200],660000,세금계산서,PP,Y,인쇄,조회
20250415-5,(주)디에스에스,PET 15.5MM*1128M*0.89T smooth D/G [PET 15.5MM*1128M*0.89T smooth D/G],16588800,영세율,상품,Y,인쇄,조회
20250415-4,금성포장,무지 PAD [420＊200] 외 1건,2307360,세금계산서,PP,Y,인쇄,조회
20250415-3,금정기획,라벨(화살표) 60*45 [[60*45 ]],264000,세금계산서,PP,Y,인쇄,조회
20250415-2,(주)경남캐미칼,MB 307 [M／B 307 Yellow],2035000,세금계산서,PP,Y,인쇄,조회
20250415-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,2034032,세금계산서,PP,Y,인쇄,조회
20250414-2,주식회사 썬에이스,Y-130_25kg 외 1건,15713500,세금계산서,PP,Y,인쇄,조회
20250414-1,(주)영화수출포장,박스 경인팩 6KG [465 455 250] 외 2건,2614700,세금계산서,PE,Y,인쇄,조회
20250411-1,금정기획,라벨(화살표) 40*20 [[40*20 ]],220000,세금계산서,PP,Y,인쇄,조회
20250410-1,금성포장,패드 430 [패드 430＊200 무지],1278200,세금계산서,PP,Y,인쇄,조회
20250409-6,제이케이머티리얼즈(주)/순성공장,PP원료,23799710,세금계산서,PP,Y,인쇄,조회
20250409-5,(주)태진케미칼,PP원료 [PPA],11809600,세금계산서,PP,Y,인쇄,조회
20250409-4,주식회사 대한종합포장,원형PAD [400*200] 외 2건,1303940,세금계산서,PP,Y,인쇄,조회
20250409-1,(주)경남캐미칼,MB 100B（ [M／B 100B（WHITE）],1815000,세금계산서,PP,Y,인쇄,조회
20250408-2,주식회사 대한종합포장,원형PAD [400*200],314160,세금계산서,PP,Y,인쇄,조회
20250408-1,백암지관공업사,지관 200 [지관 200＊8＊190] 외 1건,2034032,세금계산서,PP,Y,인쇄,조회
20250407-6,주식회사 썬에이스,MF5000(PE원료) [MF5000P_500KG],20988000,세금계산서,PP,Y,인쇄,조회
20250407-5,일신케미칼,PP임가공 [PP임가공],2179760,세금계산서,PP,Y,인쇄,조회
